isced11,isco08,mgstatus,age,sex,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,Percentage
"Less than primary, primary and lower secondary education",Clerical support workers,Native Born,Y20-64,M,THS_PER,Czechia,2022,2.8,u,0.41
"Less than primary, primary and lower secondary education",Clerical support workers,Native Born,Y20-64,M,THS_PER,Germany,2022,176.3,unknown,25.64
"Less than primary, primary and lower secondary education",Clerical support workers,Native Born,Y20-64,M,THS_PER,Denmark,2022,5.7,unknown,0.83
"Less than primary, primary and lower secondary education",Clerical support workers,Native Born,Y20-64,M,THS_PER,Estonia,2022,1.4,u,0.2
"Less than primary, primary and lower secondary education",Clerical support workers,Native Born,Y20-64,M,THS_PER,Greece,2022,11.1,unknown,1.61
"Less than primary, primary and lower secondary education",Clerical support workers,Native Born,Y20-64,M,THS_PER,Spain,2022,97.8,d,14.23
"Less than primary, primary and lower secondary education",Clerical support workers,Native Born,Y20-64,M,THS_PER,Finland,2022,3.2,u,0.47
"Less than primary, primary and lower secondary education",Clerical support workers,Native Born,Y20-64,M,THS_PER,France,2022,62.9,d,9.15
"Less than primary, primary and lower secondary education",Clerical support workers,Native Born,Y20-64,M,THS_PER,Croatia,2022,1.9,u,0.28
"Less than primary, primary and lower secondary education",Clerical support workers,Native Born,Y20-64,M,THS_PER,Hungary,2022,3.0,u,0.44
"Less than primary, primary and lower secondary education",Clerical support workers,Native Born,Y20-64,M,THS_PER,Italy,2022,151.1,unknown,21.98
"Less than primary, primary and lower secondary education",Clerical support workers,Native Born,Y20-64,M,THS_PER,Luxembourg,2022,1.3,unknown,0.19
"Less than primary, primary and lower secondary education",Clerical support workers,Native Born,Y20-64,M,THS_PER,Malta,2022,2.0,unknown,0.29
"Less than primary, primary and lower secondary education",Clerical support workers,Native Born,Y20-64,M,THS_PER,Netherlands,2022,54.5,unknown,7.93
"Less than primary, primary and lower secondary education",Clerical support workers,Native Born,Y20-64,M,THS_PER,Norway,2022,11.3,unknown,1.64
"Less than primary, primary and lower secondary education",Clerical support workers,Native Born,Y20-64,M,THS_PER,Poland,2022,17.0,u,2.47
"Less than primary, primary and lower secondary education",Clerical support workers,Native Born,Y20-64,M,THS_PER,Portugal,2022,40.6,unknown,5.91
"Less than primary, primary and lower secondary education",Clerical support workers,Native Born,Y20-64,M,THS_PER,Serbia,2022,2.5,u,0.36
"Less than primary, primary and lower secondary education",Clerical support workers,Native Born,Y20-64,M,THS_PER,Sweden,2022,6.2,u,0.9
"Less than primary, primary and lower secondary education",Clerical support workers,Native Born,Y20-64,M,THS_PER,Slovenia,2022,1.5,u,0.22
"Less than primary, primary and lower secondary education",Service and sales workers,First Generation Immigrant,Y20-64,F,THS_PER,Austria,2022,23.8,unknown,2.46
"Less than primary, primary and lower secondary education",Service and sales workers,First Generation Immigrant,Y20-64,F,THS_PER,Belgium,2022,15.3,unknown,1.58
"Less than primary, primary and lower secondary education",Service and sales workers,First Generation Immigrant,Y20-64,F,THS_PER,Switzerland,2022,51.4,unknown,5.31
"Less than primary, primary and lower secondary education",Service and sales workers,First Generation Immigrant,Y20-64,F,THS_PER,Cyprus,2022,1.8,unknown,0.19
"Less than primary, primary and lower secondary education",Service and sales workers,First Generation Immigrant,Y20-64,F,THS_PER,Czechia,2022,4.1,unknown,0.42
"Less than primary, primary and lower secondary education",Service and sales workers,First Generation Immigrant,Y20-64,F,THS_PER,Germany,2022,218.8,unknown,22.59
"Less than primary, primary and lower secondary education",Service and sales workers,First Generation Immigrant,Y20-64,F,THS_PER,Denmark,2022,7.0,unknown,0.72
"Less than primary, primary and lower secondary education",Service and sales workers,First Generation Immigrant,Y20-64,F,THS_PER,Greece,2022,5.2,unknown,0.54
"Less than primary, primary and lower secondary education",Service and sales workers,First Generation Immigrant,Y20-64,F,THS_PER,Spain,2022,220.8,d,22.8
"Less than primary, primary and lower secondary education",Service and sales workers,First Generation Immigrant,Y20-64,F,THS_PER,Finland,2022,4.3,unknown,0.44
"Less than primary, primary and lower secondary education",Service and sales workers,First Generation Immigrant,Y20-64,F,THS_PER,France,2022,115.2,d,11.89
"Less than primary, primary and lower secondary education",Service and sales workers,First Generation Immigrant,Y20-64,F,THS_PER,Croatia,2022,2.8,u,0.29
"Less than primary, primary and lower secondary education",Service and sales workers,First Generation Immigrant,Y20-64,F,THS_PER,Iceland,2022,1.4,unknown,0.14
"Less than primary, primary and lower secondary education",Service and sales workers,First Generation Immigrant,Y20-64,F,THS_PER,Italy,2022,188.7,unknown,19.48
"Less than primary, primary and lower secondary education",Service and sales workers,First Generation Immigrant,Y20-64,F,THS_PER,Luxembourg,2022,2.1,unknown,0.22
"Less than primary, primary and lower secondary education",Service and sales workers,First Generation Immigrant,Y20-64,F,THS_PER,Malta,2022,2.8,unknown,0.29
"Less than primary, primary and lower secondary education",Service and sales workers,First Generation Immigrant,Y20-64,F,THS_PER,Netherlands,2022,25.9,unknown,2.67
"Less than primary, primary and lower secondary education",Service and sales workers,First Generation Immigrant,Y20-64,F,THS_PER,Norway,2022,20.0,unknown,2.06
"Less than primary, primary and lower secondary education",Service and sales workers,First Generation Immigrant,Y20-64,F,THS_PER,Portugal,2022,19.0,unknown,1.96
"Less than primary, primary and lower secondary education",Service and sales workers,First Generation Immigrant,Y20-64,F,THS_PER,Serbia,2022,2.6,u,0.27
"Less than primary, primary and lower secondary education",Service and sales workers,First Generation Immigrant,Y20-64,F,THS_PER,Sweden,2022,35.6,unknown,3.68
"Less than primary, primary and lower secondary education",Service and sales workers,First Generation Immigrant,Y20-64,M,THS_PER,Austria,2022,19.1,unknown,2.61
"Less than primary, primary and lower secondary education",Service and sales workers,First Generation Immigrant,Y20-64,M,THS_PER,Belgium,2022,11.8,unknown,1.61
"Less than primary, primary and lower secondary education",Service and sales workers,First Generation Immigrant,Y20-64,M,THS_PER,Switzerland,2022,23.4,unknown,3.2
"Less than primary, primary and lower secondary education",Service and sales workers,First Generation Immigrant,Y20-64,M,THS_PER,Cyprus,2022,1.3,u,0.18
"Less than primary, primary and lower secondary education",Service and sales workers,First Generation Immigrant,Y20-64,M,THS_PER,Czechia,2022,2.8,u,0.38
"Less than primary, primary and lower secondary education",Service and sales workers,First Generation Immigrant,Y20-64,M,THS_PER,Germany,2022,212.3,unknown,28.99
"Less than primary, primary and lower secondary education",Service and sales workers,First Generation Immigrant,Y20-64,M,THS_PER,Denmark,2022,5.5,unknown,0.75
"Less than primary, primary and lower secondary education",Service and sales workers,First Generation Immigrant,Y20-64,M,THS_PER,Greece,2022,5.9,unknown,0.81
"Less than primary, primary and lower secondary education",Service and sales workers,First Generation Immigrant,Y20-64,M,THS_PER,Spain,2022,165.9,d,22.65
"Less than primary, primary and lower secondary education",Service and sales workers,First Generation Immigrant,Y20-64,M,THS_PER,Finland,2022,3.9,u,0.53
"Less than primary, primary and lower secondary education",Service and sales workers,First Generation Immigrant,Y20-64,M,THS_PER,France,2022,75.7,d,10.34
"Less than primary, primary and lower secondary education",Service and sales workers,First Generation Immigrant,Y20-64,M,THS_PER,Iceland,2022,0.9,unknown,0.12
"Less than primary, primary and lower secondary education",Service and sales workers,First Generation Immigrant,Y20-64,M,THS_PER,Italy,2022,117.7,unknown,16.07
"Less than primary, primary and lower secondary education",Service and sales workers,First Generation Immigrant,Y20-64,M,THS_PER,Luxembourg,2022,1.8,unknown,0.25
"Less than primary, primary and lower secondary education",Service and sales workers,First Generation Immigrant,Y20-64,M,THS_PER,Malta,2022,2.7,unknown,0.37
"Less than primary, primary and lower secondary education",Service and sales workers,First Generation Immigrant,Y20-64,M,THS_PER,Netherlands,2022,23.0,unknown,3.14
"Less than primary, primary and lower secondary education",Service and sales workers,First Generation Immigrant,Y20-64,M,THS_PER,Norway,2022,15.8,unknown,2.16
"Less than primary, primary and lower secondary education",Service and sales workers,First Generation Immigrant,Y20-64,M,THS_PER,Portugal,2022,9.4,unknown,1.28
"Less than primary, primary and lower secondary education",Service and sales workers,First Generation Immigrant,Y20-64,M,THS_PER,Sweden,2022,33.4,unknown,4.56
"Less than primary, primary and lower secondary education",Service and sales workers,Native Born,Y20-64,F,THS_PER,Austria,2022,45.8,unknown,1.68
"Less than primary, primary and lower secondary education",Service and sales workers,Native Born,Y20-64,F,THS_PER,Belgium,2022,33.6,unknown,1.23
"Less than primary, primary and lower secondary education",Service and sales workers,Native Born,Y20-64,F,THS_PER,Bulgaria,2022,27.1,unknown,0.99
"Less than primary, primary and lower secondary education",Service and sales workers,Native Born,Y20-64,F,THS_PER,Switzerland,2022,22.7,unknown,0.83
"Less than primary, primary and lower secondary education",Service and sales workers,Native Born,Y20-64,F,THS_PER,Cyprus,2022,2.4,unknown,0.09
"Less than primary, primary and lower secondary education",Service and sales workers,Native Born,Y20-64,F,THS_PER,Czechia,2022,24.2,unknown,0.89
"Less than primary, primary and lower secondary education",Service and sales workers,Native Born,Y20-64,F,THS_PER,Germany,2022,403.8,unknown,14.79
"Less than primary, primary and lower secondary education",Service and sales workers,Native Born,Y20-64,F,THS_PER,Denmark,2022,44.7,unknown,1.64
"Less than primary, primary and lower secondary education",Service and sales workers,Native Born,Y20-64,F,THS_PER,Estonia,2022,4.7,unknown,0.17
"Less than primary, primary and lower secondary education",Service and sales workers,Native Born,Y20-64,F,THS_PER,Greece,2022,40.2,unknown,1.47
"Less than primary, primary and lower secondary education",Service and sales workers,Native Born,Y20-64,F,THS_PER,Spain,2022,638.1,d,23.37
"Less than primary, primary and lower secondary education",Service and sales workers,Native Born,Y20-64,F,THS_PER,Finland,2022,15.1,unknown,0.55
"Less than primary, primary and lower secondary education",Service and sales workers,Native Born,Y20-64,F,THS_PER,France,2022,226.5,d,8.29
"Less than primary, primary and lower secondary education",Service and sales workers,Native Born,Y20-64,F,THS_PER,Croatia,2022,5.9,u,0.22
"Less than primary, primary and lower secondary education",Service and sales workers,Native Born,Y20-64,F,THS_PER,Hungary,2022,26.2,unknown,0.96
"Less than primary, primary and lower secondary education",Service and sales workers,Native Born,Y20-64,F,THS_PER,Ireland,2022,18.4,unknown,0.67
"Less than primary, primary and lower secondary education",Service and sales workers,Native Born,Y20-64,F,THS_PER,Iceland,2022,4.4,unknown,0.16
"Less than primary, primary and lower secondary education",Service and sales workers,Native Born,Y20-64,F,THS_PER,Italy,2022,570.9,unknown,20.91
"Less than primary, primary and lower secondary education",Service and sales workers,Native Born,Y20-64,F,THS_PER,Lithuania,2022,3.2,u,0.12
"Less than primary, primary and lower secondary education",Service and sales workers,Native Born,Y20-64,F,THS_PER,Luxembourg,2022,1.7,unknown,0.06
"Less than primary, primary and lower secondary education",Service and sales workers,Native Born,Y20-64,F,THS_PER,Latvia,2022,5.7,unknown,0.21
"Less than primary, primary and lower secondary education",Service and sales workers,Native Born,Y20-64,F,THS_PER,Malta,2022,6.1,unknown,0.22
"Less than primary, primary and lower secondary education",Service and sales workers,Native Born,Y20-64,F,THS_PER,Netherlands,2022,147.9,unknown,5.42
"Less than primary, primary and lower secondary education",Service and sales workers,Native Born,Y20-64,F,THS_PER,Norway,2022,51.0,unknown,1.87
"Less than primary, primary and lower secondary education",Service and sales workers,Native Born,Y20-64,F,THS_PER,Poland,2022,42.7,unknown,1.56
"Less than primary, primary and lower secondary education",Service and sales workers,Native Born,Y20-64,F,THS_PER,Portugal,2022,209.2,unknown,7.66
"Less than primary, primary and lower secondary education",Service and sales workers,Native Born,Y20-64,F,THS_PER,Romania,2022,54.4,unknown,1.99
"Less than primary, primary and lower secondary education",Service and sales workers,Native Born,Y20-64,F,THS_PER,Serbia,2022,15.9,unknown,0.58
"Less than primary, primary and lower secondary education",Service and sales workers,Native Born,Y20-64,F,THS_PER,Sweden,2022,29.1,unknown,1.07
"Less than primary, primary and lower secondary education",Service and sales workers,Native Born,Y20-64,F,THS_PER,Slovenia,2022,1.8,u,0.07
